Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,3.4616775683e+000,4.2586685524e+000,3.2620149905e+000,3.9865790212e+000,3.8580137921e+000,4.4554310558e+000,3.4022693146e+000,4.5064172283e+000,5.2732828624e+000,4.5557509934e+000,3.3567950581e+000,4.4453918828e+000,3.0253350328e+000,3.9280787523e+000,1
9.3750000000e-002,3.4735014012e+000,4.2728863924e+000,3.2748856209e+000,4.0239351580e+000,3.8848670664e+000,4.4775535332e+000,3.3675158519e+000,4.5432660015e+000,4.9316823039e+000,4.5861722209e+000,3.3528856376e+000,4.4782319828e+000,3.0456664473e+000,3.9804235598e+000,
1.8750000000e-001,3.3194347246e+000,4.0974779120e+000,3.0802084048e+000,3.8488773341e+000,3.7071904362e+000,4.2106261267e+000,3.1357647523e+000,4.4077630074e+000,4.8728417117e+000,4.4484715251e+000,3.3270788157e+000,4.4415043241e+000,2.9907280895e+000,3.9627627546e+000,
2.8125000000e-001,3.3138432952e+000,4.0795395534e+000,3.0900876670e+000,3.8711828323e+000,3.7420198607e+000,4.2215283426e+000,3.1864177281e+000,4.4061543342e+000,3.7054374075e+000,4.4368500846e+000,3.3291830664e+000,4.4872774826e+000,2.9770275297e+000,3.9926035321e+000,
3.7500000000e-001,3.4281229825e+000,4.3593840048e+000,3.2807196126e+000,4.0243144365e+000,3.8014696172e+000,4.6099268628e+000,3.2171269990e+000,4.5322363164e+000,3.1983516945e+000,4.4840229459e+000,3.2310248483e+000,4.4778219925e+000,2.9548979122e+000,3.9656401955e+000,
4.6875000000e-001,3.5155921832e+000,4.3946224954e+000,3.2950390906e+000,4.0412327793e+000,3.8228045285e+000,4.6512583574e+000,3.2317506264e+000,4.5588921863e+000,3.1407764508e+000,4.5028862987e+000,3.1359500687e+000,4.5265315387e+000,2.9641879453e+000,3.9813833040e+000,
5.6250000000e-001,3.6284432918e+000,4.4328837476e+000,3.3665306234e+000,4.1292696652e+000,3.8855894766e+000,4.6759281873e+000,3.4133894070e+000,4.6196940644e+000,3.1478393554e+000,4.5328311155e+000,3.0927541091e+000,4.4957621677e+000,2.9612938685e+000,3.9905856475e+000,
6.5625000000e-001,3.6232197034e+000,4.4786985195e+000,3.4867086784e+000,4.1977176767e+000,3.9219710163e+000,4.6733983551e+000,3.3631711111e+000,4.6343397955e+000,3.0104095118e+000,4.5243882528e+000,2.9762453998e+000,4.5908075363e+000,2.8335501825e+000,4.0058025204e+000,
7.5000000000e-001,3.4639647755e+000,4.3049234525e+000,3.4514854148e+000,4.0361870956e+000,3.8425476720e+000,4.4840443583e+000,3.3806017155e+000,4.3611741736e+000,2.9513950330e+000,4.3509777897e+000,3.0139116072e+000,4.6116801487e+000,2.8886639114e+000,4.0201062124e+000,
8.4375000000e-001,3.5002816358e+000,4.2120646432e+000,3.3895033507e+000,3.9828299761e+000,3.7886432684e+000,4.4107694227e+000,3.4028695905e+000,4.2568843104e+000,3.0288658509e+000,4.1940811550e+000,2.9285232322e+000,4.5839281094e+000,2.9121368668e+000,4.0325588033e+000,
9.3750000000e-001,3.5748195502e+000,4.3534159557e+000,3.5123039880e+000,4.1148954271e+000,3.8919538263e+000,4.4782878170e+000,3.5086745409e+000,4.3171035749e+000,3.0338071532e+000,4.1565930471e+000,2.9013176711e+000,4.4640228804e+000,2.9715553103e+000,3.9230865196e+000,
1.0312500000e+000,3.6172871072e+000,4.4871101371e+000,3.6400096597e+000,4.2782402859e+000,3.8530858386e+000,4.6310758857e+000,3.5858760917e+000,4.4271877123e+000,3.1760899195e+000,4.2662271295e+000,2.9571932162e+000,4.5333211708e+000,3.1397348216e+000,3.9701494789e+000,
1.1250000000e+000,3.6635251613e+000,4.5232975840e+000,3.6994141590e+000,4.3044164894e+000,3.8764381224e+000,4.6322454180e+000,3.6139532505e+000,4.4178272535e+000,3.2894515854e+000,4.2897248709e+000,2.9834872012e+000,4.5635137520e+000,3.2153929122e+000,3.9373398683e+000,
1.2187500000e+000,3.7082211293e+000,4.5341993599e+000,3.7586967465e+000,4.3283965718e+000,3.8860751503e+000,4.6789936533e+000,3.6306288239e+000,4.4561281016e+000,3.6805386883e+000,4.3432465961e+000,3.1287072364e+000,4.5275550723e+000,3.2479761317e+000,3.8918510207e+000,
1.3125000000e+000,3.7162163466e+000,4.5355663213e+000,3.8738278383e+000,4.3895909653e+000,3.9793855294e+000,4.6873607913e+000,3.6787914538e+000,4.4638425619e+000,3.8153050473e+000,4.3711723170e+000,3.0982538522e+000,4.5336862897e+000,3.2608965311e+000,3.9414491282e+000,
1.4062500000e+000,3.5397883825e+000,4.3669050259e+000,3.7910782311e+000,4.3624098020e+000,3.9114835851e+000,4.3199591214e+000,3.6402407344e+000,4.2972770922e+000,4.2644552665e+000,4.2440460735e+000,3.0434486970e+000,4.4435667047e+000,3.3580031239e+000,3.9300542900e+000,
1.5000000000e+000,3.5204283467e+000,4.3169149646e+000,3.7634906920e+000,4.3536297493e+000,3.8212955450e+000,4.2992390015e+000,3.6272001907e+000,4.3021918088e+000,4.3358790498e+000,4.2683180326e+000,3.1057855834e+000,4.4585010583e+000,3.3804466755e+000,3.9130813910e+000,
