Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.7727356275e+000,4.4792154885e+000,3.1468094902e+000,4.2869541407e+000,4.1765959973e+000,4.6385538734e+000,4.0702546708e+000,2.9127726029e+000,4.3239922992e+000,5.2807716152e+000,4.0490951069e+000,4.4872285949e+000,3.4421968732e+000,3.4779991867e+000,1
9.3750000000e-002,4.5783819106e+000,4.3258097154e+000,3.2317827517e+000,4.3289162763e+000,4.0928406583e+000,4.6715814018e+000,4.1248125480e+000,2.8798248067e+000,4.2522758020e+000,5.4860548953e+000,3.8371368406e+000,4.5971490799e+000,3.4163233437e+000,3.5864359011e+000,
1.8750000000e-001,4.4985394818e+000,4.1750838811e+000,3.2006595649e+000,4.2983876981e+000,4.0381607977e+000,4.6351084760e+000,4.0965581386e+000,2.9184729832e+000,4.2373967289e+000,5.3944594803e+000,3.8282781600e+000,4.5282239646e+000,3.4300374615e+000,3.5738406969e+000,
2.8125000000e-001,4.3707111177e+000,4.0882215864e+000,3.0712872805e+000,4.2377213444e+000,3.9035725289e+000,4.5851671261e+000,3.9977971822e+000,2.9287292198e+000,4.2215102280e+000,5.3400495449e+000,3.8585265936e+000,4.4439659115e+000,3.3992978155e+000,3.4700800107e+000,
3.7500000000e-001,4.0732950173e+000,3.8916213648e+000,2.9132085914e+000,4.0268739468e+000,3.4846747837e+000,4.3093047096e+000,3.7739287377e+000,2.8179251424e+000,3.9774732758e+000,5.3168431464e+000,3.6287701890e+000,4.2861002089e+000,3.2998497626e+000,3.4116927097e+000,
4.6875000000e-001,4.0591342773e+000,3.9239969279e+000,2.7401018318e+000,3.9831818745e+000,3.5256699224e+000,4.2915080299e+000,3.7061950014e+000,2.8366277393e+000,3.9681572177e+000,5.2935340963e+000,3.5393741166e+000,4.1994631746e+000,3.3323936336e+000,3.4570313319e+000,
5.6250000000e-001,4.0284539165e+000,3.8727759171e+000,2.7975514099e+000,3.8628927886e+000,3.5920837074e+000,4.2548352498e+000,3.7386041361e+000,2.7842019068e+000,3.9609633015e+000,5.3396385788e+000,3.4778405860e+000,4.2124276558e+000,3.2470331541e+000,3.4086803325e+000,
6.5625000000e-001,3.9762126385e+000,3.8473638352e+000,2.7098487206e+000,3.8053626321e+000,3.6059632126e+000,4.2066297847e+000,3.6838513406e+000,2.8362422172e+000,4.0847619794e+000,5.3006714377e+000,3.3999036101e+000,4.1574894001e+000,3.2183892228e+000,3.3009353666e+000,
7.5000000000e-001,3.9254876223e+000,3.8100195673e+000,2.6530886762e+000,3.8138742685e+000,3.6846805358e+000,4.1796087838e+000,3.6971749849e+000,2.9301980748e+000,4.1200467790e+000,5.3187874339e+000,3.4176488481e+000,4.1277936839e+000,3.1168548818e+000,3.2734654373e+000,
8.4375000000e-001,3.8172191439e+000,3.6385984405e+000,2.5225976666e+000,3.5945322455e+000,3.4896886671e+000,4.0665922173e+000,3.6212578797e+000,2.8796703036e+000,4.1006399823e+000,5.3175760240e+000,3.3700977806e+000,3.9974725379e+000,3.0086316367e+000,3.1041526198e+000,
9.3750000000e-001,3.7051020415e+000,3.6220317072e+000,2.5306584241e+000,3.5953686743e+000,3.4398797421e+000,3.8545769293e+000,3.5937110649e+000,2.8277343084e+000,4.0769205132e+000,5.2928180837e+000,3.4898392042e+000,3.9582299983e+000,2.7677445536e+000,3.1112380465e+000,
