Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,3.6283195487e+000,3.8124323176e+000,3.2212382725e+000,3.5182071610e+000,3.8204442021e+000,4.2125408833e+000,3.3838394861e+000,3.8029407565e+000,3.5101706316e+000,3.9637380235e+000,3.4631584107e+000,3.8468146700e+000,2.9722085944e+000,3.3946540118e+000,1
9.3750000000e-002,3.6200063999e+000,3.7604695283e+000,3.1749527508e+000,3.5121215167e+000,3.7960863206e+000,4.0321587192e+000,3.3419275470e+000,3.7489028231e+000,3.3883513416e+000,3.9956567442e+000,3.2427565115e+000,3.8610559179e+000,2.9607348885e+000,3.4416055887e+000,
1.8750000000e-001,3.6939219158e+000,3.8285617744e+000,3.2187594068e+000,3.5696862297e+000,4.0105478275e+000,3.9976422755e+000,3.3250679444e+000,3.7596690047e+000,3.4352832810e+000,4.0782132487e+000,3.2566077441e+000,3.9012330116e+000,3.1043745480e+000,3.5885405408e+000,
2.8125000000e-001,4.0902680810e+000,4.5145886965e+000,3.3384285732e+000,3.6721455331e+000,4.3859247224e+000,4.6107156890e+000,3.4404858914e+000,3.9939808114e+000,3.4274586046e+000,4.1406443289e+000,3.2505025778e+000,3.9172491416e+000,3.2129294906e+000,3.6004948676e+000,
3.7500000000e-001,4.2744899855e+000,4.7837773859e+000,3.3121038220e+000,3.8093072267e+000,5.8491848545e+000,5.2486233637e+000,3.5838884901e+000,4.1905779373e+000,3.4446185880e+000,4.2836353590e+000,3.3324410712e+000,3.9653616780e+000,3.2086557905e+000,3.5675600972e+000,
4.6875000000e-001,4.2266573576e+000,4.7463125515e+000,3.2318153763e+000,3.7343041226e+000,7.3136747172e+000,5.3079730229e+000,3.6126257480e+000,4.1965303977e+000,3.3478414034e+000,4.1888028596e+000,3.3690612230e+000,3.8622541815e+000,3.3609006645e+000,3.5648661229e+000,
5.6250000000e-001,4.2679654563e+000,4.7673542514e+000,3.3680509943e+000,3.8544213616e+000,7.4725208778e+000,5.5008262714e+000,4.1302935501e+000,4.2958252079e+000,3.3369960908e+000,4.2681948359e+000,3.5464562033e+000,4.0060791071e+000,3.5815557048e+000,3.8072276443e+000,
6.5625000000e-001,4.2986286127e+000,4.7808940865e+000,3.4108088816e+000,3.8574094389e+000,7.4725822660e+000,5.5472988981e+000,4.3488168919e+000,4.3334665570e+000,3.4494747777e+000,4.3460828489e+000,3.6081373124e+000,4.1338035601e+000,3.7276835617e+000,3.9809009486e+000,
7.5000000000e-001,4.3031996700e+000,4.8024027968e+000,3.4224076112e+000,3.8547014984e+000,7.4730561726e+000,5.5490014007e+000,4.3871761443e+000,4.3846888137e+000,3.4135585197e+000,4.3581021351e+000,3.7099347655e+000,4.1367330469e+000,3.7964204110e+000,3.9978022905e+000,
8.4375000000e-001,4.3440186236e+000,4.8068570080e+000,3.3919498835e+000,3.8527743988e+000,7.4840392431e+000,5.5439988236e+000,4.3967907663e+000,4.4200899092e+000,3.3827351449e+000,4.3265997597e+000,3.6661584813e+000,4.1247522319e+000,3.8131943851e+000,3.9932451510e+000,
