Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,5.2376354083e+000,5.2176511879e+000,4.7260877437e+000,5.2688433360e+000,7.5712787547e+000,1.1378703611e+001,5.0672483377e+000,4.9325955987e+000,2.8441257228e+000,7.9888001651e+000,2.5929797767e+000,5.2525627302e+000,5.0183750283e+000,5.2813636649e+000,1
9.3750000000e-002,5.2238264220e+000,5.1785593901e+000,4.6998437499e+000,5.2642032669e+000,7.5553130954e+000,1.1453097233e+001,5.0573770603e+000,5.0043083128e+000,2.6886875211e+000,8.0471586611e+000,2.5239217482e+000,5.1447683153e+000,4.9884604323e+000,5.0900317001e+000,
1.8750000000e-001,5.2062024354e+000,5.1571617657e+000,4.6723217687e+000,5.2428628278e+000,7.5523991281e+000,1.1501059256e+001,5.0217670976e+000,5.0930790525e+000,2.5898438931e+000,8.1002322880e+000,2.3444995483e+000,4.9553500180e+000,4.9342123852e+000,5.0681483797e+000,
2.8125000000e-001,5.1933578890e+000,5.1161259373e+000,4.6307326122e+000,5.2250655133e+000,7.5446232534e+000,1.1379591046e+001,5.0152240502e+000,5.0615424174e+000,2.3536001985e+000,7.9978033725e+000,2.3080315858e+000,4.6905872779e+000,4.8453580749e+000,4.9562015402e+000,
3.7500000000e-001,5.3113894319e+000,5.2074245129e+000,4.7837177458e+000,5.2892294368e+000,7.5506178920e+000,1.1253301854e+001,5.0575015521e+000,4.9914876142e+000,2.8557726119e+000,7.9138518707e+000,2.2861839354e+000,4.6741942300e+000,4.9632405329e+000,4.9243148435e+000,
4.6875000000e-001,5.2994725855e+000,5.1440228223e+000,4.7616346539e+000,5.2184437474e+000,7.5408660731e+000,1.0944779446e+001,5.0463716249e+000,4.8444572281e+000,3.0339213878e+000,7.6934082559e+000,2.1813409655e+000,4.6935729294e+000,5.0058196319e+000,4.9595078219e+000,
5.6250000000e-001,5.1143266103e+000,4.8779933533e+000,4.5720694552e+000,4.9900768072e+000,7.5235542630e+000,1.0828556247e+001,4.9733995682e+000,4.7631767336e+000,3.0871503996e+000,7.5862689547e+000,2.1726986959e+000,4.5669898208e+000,4.9351980706e+000,4.8745226879e+000,
6.5625000000e-001,4.8305587223e+000,4.4150792159e+000,4.2087017623e+000,4.5417162737e+000,7.5017884612e+000,1.0834182443e+001,4.8750335135e+000,4.6381214737e+000,3.0604048353e+000,7.4746370689e+000,2.0203224070e+000,4.3240895540e+000,4.5408047206e+000,4.5531128163e+000,
7.5000000000e-001,4.6699000558e+000,4.2565787089e+000,4.0467377833e+000,4.3104832731e+000,7.4760327037e+000,1.1258991879e+001,4.7214551557e+000,4.9333040859e+000,3.0506650186e+000,7.7746645816e+000,1.9191471443e+000,4.2570962629e+000,4.4212749153e+000,4.5006673114e+000,
8.4375000000e-001,4.2549719487e+000,4.1604951665e+000,3.9945470842e+000,4.0762245974e+000,5.0190799820e+000,1.1284033143e+001,3.2626446824e+000,5.0281674037e+000,2.9856711534e+000,7.7453955441e+000,1.8052920695e+000,4.1803285242e+000,4.3512818709e+000,4.4500459790e+000,
9.3750000000e-001,4.1401407416e+000,4.1577030094e+000,3.9651095359e+000,4.0661986834e+000,3.8960317491e+000,1.1300631178e+001,3.0306784979e+000,5.1441978225e+000,2.9754380339e+000,7.7813448000e+000,1.7901748694e+000,4.0904383099e+000,4.3373477566e+000,4.4244334669e+000,
1.0312500000e+000,4.1218383538e+000,4.1703445202e+000,3.9185963821e+000,4.0872913191e+000,3.8798607706e+000,1.1281779270e+001,2.9878841574e+000,5.1843356653e+000,2.9560996233e+000,7.7783832653e+000,1.6844627144e+000,4.0961544410e+000,4.2962634983e+000,4.4567429645e+000,
1.1250000000e+000,4.0577101666e+000,4.1419632292e+000,3.8792350162e+000,4.0631307599e+000,3.8774989755e+000,1.1229024446e+001,2.9614860823e+000,5.0900270909e+000,2.9567043394e+000,7.7095812297e+000,1.5159985919e+000,4.1264174645e+000,4.2865875085e+000,4.4592281730e+000,
1.2187500000e+000,4.0478466603e+000,4.1151531469e+000,3.8775945749e+000,4.0144424069e+000,3.8831735887e+000,1.1188891299e+001,2.9532739113e+000,5.0228480537e+000,2.9265134627e+000,7.6563067109e+000,1.5129041359e+000,4.0224124272e+000,4.3012555600e+000,4.4151774820e+000,
1.3125000000e+000,4.0304125169e+000,4.0776105955e+000,3.8643101243e+000,3.9952669418e+000,3.8625919219e+000,1.1185146591e+001,2.9720131764e+000,5.0080468665e+000,2.9142130642e+000,7.6512915013e+000,1.3975129780e+000,3.9651323444e+000,4.2875876142e+000,4.4223634900e+000,
1.4062500000e+000,3.1430114034e+000,3.2689305440e+000,2.9565908958e+000,3.3238958707e+000,2.9115089298e+000,1.1131341434e+001,2.2838216672e+000,4.9670655211e+000,2.2852308533e+000,7.6143617519e+000,1.4773785481e+000,3.6800786254e+000,3.6615282126e+000,4.0583698641e+000,
1.5000000000e+000,2.7747605690e+000,3.1520861540e+000,2.6340985057e+000,3.1855470001e+000,2.4380704117e+000,1.1150759335e+001,1.9584426617e+000,4.9828405008e+000,2.0685065770e+000,7.6231824477e+000,1.5177713967e+000,3.5281179213e+000,3.3016803670e+000,3.8508857916e+000,
1.5937500000e+000,2.7943406788e+000,3.2136659385e+000,2.6303379089e+000,3.2183082788e+000,2.4392745723e+000,1.1203273830e+001,1.9494722842e+000,5.0782176519e+000,1.9523083175e+000,7.6855051619e+000,1.9590447728e+000,3.4207155113e+000,3.1714018330e+000,3.6671969009e+000,
1.6875000000e+000,2.7118930019e+000,3.1879216914e+000,2.5798562970e+000,3.1935770388e+000,2.2679010504e+000,1.1084270132e+001,1.9680412682e+000,5.0212160293e+000,1.8954082617e+000,7.5884184012e+000,2.0338418572e+000,3.3991853285e+000,3.1568794399e+000,3.6203903102e+000,
1.7812500000e+000,2.5852092162e+000,3.0970385809e+000,2.4729004146e+000,3.0682829684e+000,2.2908244851e+000,1.0588986490e+001,1.9680103587e+000,4.7276539308e+000,1.8856488216e+000,7.1531780761e+000,2.0274018203e+000,3.3949045139e+000,3.1154007970e+000,3.4828835804e+000,
1.8750000000e+000,2.7741327743e+000,3.1217619516e+000,2.5605887046e+000,3.0790354552e+000,2.3586643446e+000,1.0167829485e+001,2.0909611180e+000,4.3558880955e+000,1.9404259848e+000,6.7596139193e+000,2.0777587053e+000,3.3917726566e+000,3.1791360692e+000,3.4886194052e+000,
1.9687500000e+000,2.7960615773e+000,3.1371515559e+000,2.5149959497e+000,3.1186906016e+000,2.3514253178e+000,1.0037835777e+001,2.0959957284e+000,4.1876252973e+000,1.8313685545e+000,6.5829118817e+000,2.0761141385e+000,3.4357827984e+000,3.1466452012e+000,3.5099714920e+000,
2.0625000000e+000,3.0306149991e+000,3.0349653965e+000,2.7049514354e+000,2.9621801253e+000,2.5550538744e+000,9.9729269245e+000,2.4022151849e+000,4.1706309184e+000,1.9376979565e+000,6.5537906899e+000,2.0816194696e+000,3.2058872774e+000,3.1718853339e+000,3.3682828321e+000,
2.1562500000e+000,3.2964800796e+000,3.2850812905e+000,2.8936662738e+000,3.0921549246e+000,2.7201662995e+000,9.9260692236e+000,2.5393872461e+000,4.1112577313e+000,2.0490634272e+000,6.5136492707e+000,2.0446511856e+000,3.1602625100e+000,3.0648770483e+000,3.3626294072e+000,
2.2500000000e+000,3.3917861626e+000,3.4486649717e+000,2.9411620513e+000,3.2690878435e+000,2.6885034084e+000,9.9046797609e+000,2.5512149481e+000,4.1511343852e+000,2.0825210558e+000,6.5004021032e+000,2.0466034772e+000,3.3119305956e+000,3.2035143866e+000,3.4394788322e+000,
