Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.7751860454e+000,4.7878256330e+000,4.2794901935e+000,4.3115743829e+000,4.5249104495e+000,4.1292909544e+000,4.2495524281e+000,4.1338109005e+000,4.3116792260e+000,4.3096477084e+000,3.7203069745e+000,4.1473096772e+000,4.8714026693e+000,4.5411014798e+000,1
9.3750000000e-002,4.6226048343e+000,4.8818789216e+000,4.4518111655e+000,3.7040424256e+000,4.5019237468e+000,4.1525138840e+000,4.1641466633e+000,4.1295476898e+000,3.6328461086e+000,4.2356406856e+000,3.7252396660e+000,4.6370075864e+000,4.8366961821e+000,4.7520775120e+000,
1.8750000000e-001,4.7968644050e+000,4.9256522512e+000,4.4458130229e+000,3.6855654770e+000,4.5442563767e+000,4.2325310493e+000,4.1813219619e+000,4.1466103632e+000,3.7090160170e+000,4.2648979170e+000,3.7582297537e+000,4.6765709626e+000,4.8674835396e+000,4.7824225029e+000,
2.8125000000e-001,4.8077692112e+000,4.9443662721e+000,4.3938304905e+000,3.7093346970e+000,4.5633679463e+000,4.3221414073e+000,4.1629102409e+000,4.1684462638e+000,3.7800902241e+000,4.2705242463e+000,3.8869096217e+000,4.8678760272e+000,4.9476663965e+000,4.8718858226e+000,
3.7500000000e-001,4.6877863689e+000,4.9414363706e+000,4.3946081717e+000,3.7077942890e+000,4.5335548442e+000,4.2924885501e+000,4.1592830571e+000,4.1346551480e+000,3.8050629587e+000,4.2653632001e+000,3.9067560085e+000,4.8905689465e+000,4.9346449943e+000,4.8839562168e+000,
4.6875000000e-001,4.6311392060e+000,4.9347068358e+000,4.3948043538e+000,3.7017129326e+000,4.5435695212e+000,4.2832179972e+000,4.1409686620e+000,4.0861206739e+000,3.8294728053e+000,4.3466829420e+000,3.9317398490e+000,4.9935874579e+000,4.9321933849e+000,5.0173838602e+000,
5.6250000000e-001,4.7277205550e+000,5.0446426962e+000,4.4803365415e+000,3.9467398801e+000,4.5771062477e+000,4.4798236269e+000,4.3858992481e+000,4.1788068494e+000,3.9328011813e+000,4.4625221678e+000,4.1800816032e+000,5.0091415510e+000,5.1105543523e+000,5.1255623731e+000,
6.5625000000e-001,4.7494495913e+000,5.0562642454e+000,4.4390058311e+000,3.8892042382e+000,4.5484044092e+000,4.5432410452e+000,4.3278070370e+000,4.1728716420e+000,3.9031317703e+000,4.3465850705e+000,4.0723352914e+000,5.0540404345e+000,5.1848717450e+000,5.2236079031e+000,
7.5000000000e-001,4.7822390119e+000,5.0462899922e+000,4.4100911432e+000,3.8506995355e+000,4.5295582614e+000,4.5632055102e+000,4.2968188504e+000,4.1960782660e+000,3.8936111862e+000,4.2881928252e+000,4.0598184825e+000,5.0715011721e+000,5.2063236535e+000,5.2472985432e+000,
8.4375000000e-001,4.7519599960e+000,4.9628017450e+000,4.2967486705e+000,3.7563115924e+000,4.3901044942e+000,4.4926095579e+000,4.0786931736e+000,4.1431176011e+000,3.8672027878e+000,4.0883182815e+000,3.8526660692e+000,5.1179986978e+000,5.0437528007e+000,5.2163466278e+000,
9.3750000000e-001,4.7362788468e+000,5.0705430380e+000,4.3662148342e+000,3.8018774440e+000,4.3284046862e+000,4.4986931033e+000,4.0948418408e+000,4.2052172437e+000,3.7535406260e+000,3.9955006383e+000,3.7206055723e+000,5.0807191276e+000,4.8142458115e+000,5.0342173534e+000,
1.0312500000e+000,4.5868901440e+000,4.9408990247e+000,4.2805058898e+000,3.7807410441e+000,4.1601788992e+000,4.4818954971e+000,4.0787163081e+000,4.1997072278e+000,3.7831004083e+000,3.9654392476e+000,3.6955146646e+000,4.9221524972e+000,4.7780067973e+000,4.9125296131e+000,
1.1250000000e+000,4.4426175079e+000,4.6889402942e+000,4.0018279200e+000,3.8090559531e+000,4.0960660869e+000,4.5307843092e+000,4.0661004574e+000,4.2162862158e+000,3.7697627752e+000,4.0268600350e+000,3.7004808695e+000,4.8445412760e+000,4.7861104070e+000,4.8665890775e+000,
1.2187500000e+000,4.5231279992e+000,4.6172524783e+000,3.9233931796e+000,3.7226994710e+000,4.0108286828e+000,4.4759812558e+000,4.0312389677e+000,4.2155775360e+000,3.6210716892e+000,4.0045775964e+000,3.6445759116e+000,4.9441838300e+000,4.6966572544e+000,4.9091603182e+000,
