Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.0976059329e+000,4.5072601686e+000,3.3901621209e+000,3.2488985409e+000,4.2839068748e+000,4.2331480166e+000,3.3429237309e+000,4.2467380256e+000,3.0037169588e+000,3.7440366487e+000,2.4339056928e+000,3.7383845381e+000,3.0152445139e+000,3.5114511012e+000,1
9.3750000000e-002,4.1560735962e+000,4.5911264520e+000,3.4282653115e+000,3.4066058804e+000,4.2862753626e+000,4.3546554758e+000,3.4839404119e+000,4.3520180287e+000,2.8600578334e+000,3.8832145430e+000,2.4512433254e+000,3.8193644471e+000,3.0187787181e+000,3.6231147495e+000,
1.8750000000e-001,4.1267118270e+000,4.5153141674e+000,3.4905911805e+000,3.2518736588e+000,4.0914191734e+000,4.1391286913e+000,3.5040893424e+000,4.2233035900e+000,2.8759984889e+000,3.7179741179e+000,2.4440119358e+000,3.7655785172e+000,3.2056983159e+000,3.6277960433e+000,
2.8125000000e-001,3.7901618837e+000,4.3128141884e+000,3.3134722481e+000,3.2728155109e+000,3.7318378768e+000,4.0860285828e+000,3.2868870004e+000,4.1737159818e+000,2.8755561161e+000,3.7513488279e+000,2.1924013445e+000,3.8047025793e+000,3.0791736661e+000,3.5899465575e+000,
3.7500000000e-001,3.6762113200e+000,4.2708797643e+000,3.3136551043e+000,3.2697744004e+000,3.7374278654e+000,4.0949797424e+000,3.2409571049e+000,4.1628577714e+000,2.8460999012e+000,3.7464584407e+000,2.1681087511e+000,3.8009648946e+000,3.0338610587e+000,3.5206125379e+000,
4.6875000000e-001,3.6650900519e+000,4.3543800521e+000,3.3404782488e+000,3.4429779920e+000,3.5003518198e+000,4.1819690785e+000,3.2767109596e+000,4.3097042047e+000,2.8237661945e+000,3.9544122875e+000,2.3150149405e+000,3.9378204511e+000,3.0444375800e+000,3.6681862063e+000,
5.6250000000e-001,3.7092736985e+000,4.3653921854e+000,3.3761628894e+000,3.4884027244e+000,3.6537886896e+000,4.1758077509e+000,3.3762378235e+000,4.2941800938e+000,2.7057096826e+000,4.0093960984e+000,2.3817449668e+000,3.9508268870e+000,3.2627465143e+000,3.6600813387e+000,
6.5625000000e-001,3.7085002865e+000,4.3033117932e+000,3.4938694417e+000,3.4363332886e+000,3.6767669920e+000,4.0456578260e+000,3.4708686820e+000,4.1965069507e+000,2.8338493195e+000,3.9449877669e+000,2.3704964857e+000,3.9507314648e+000,3.3667770824e+000,3.6990435983e+000,
7.5000000000e-001,3.6330847716e+000,4.1264128626e+000,3.4120290813e+000,3.4387987324e+000,3.7081256239e+000,4.0394496061e+000,3.4771185677e+000,4.1431426441e+000,2.7942543494e+000,3.9430763825e+000,2.3618638217e+000,3.9239959458e+000,3.3744356479e+000,3.7291787425e+000,
8.4375000000e-001,3.6867364058e+000,4.0380436037e+000,3.4031186790e+000,3.4343430573e+000,3.8765834382e+000,4.0482214443e+000,3.5298094943e+000,4.0248936432e+000,2.7022714441e+000,3.9609891663e+000,2.3915817288e+000,3.9205539865e+000,3.4413919739e+000,3.7309201421e+000,
