Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,3.6388641825e+000,4.2618221101e+000,3.5479197890e+000,3.7877704906e+000,3.7800523282e+000,3.6645207913e+000,4.8229773937e+000,5.5595135236e+000,2.8442503629e+000,3.4692761153e+000,1.6814614684e+000,2.9866235121e+000,2.8148543055e+000,3.3363463297e+000,1
9.3750000000e-002,3.6166195599e+000,4.2056954668e+000,3.4936421208e+000,3.7226470902e+000,3.7576322593e+000,3.6422605137e+000,4.8922432290e+000,5.5743832427e+000,2.8338731084e+000,3.4691147629e+000,1.7338167893e+000,2.9863340634e+000,2.8006081252e+000,3.3061749197e+000,
1.8750000000e-001,3.5424780233e+000,4.1014212542e+000,3.4515767033e+000,3.6611689637e+000,3.6385064143e+000,3.6681618891e+000,4.9901177309e+000,5.5467967606e+000,2.7478121595e+000,3.4583690078e+000,1.7354809151e+000,2.9291767488e+000,2.8035779786e+000,3.2052932545e+000,
2.8125000000e-001,3.5101776606e+000,4.1174819009e+000,3.4090537537e+000,3.7324217131e+000,3.5923440640e+000,3.7992820321e+000,4.8935410128e+000,5.5600686173e+000,2.7636592171e+000,3.7082630241e+000,1.7726916283e+000,3.2607448294e+000,3.0295773641e+000,3.4192353409e+000,
3.7500000000e-001,3.4279869330e+000,4.0854508963e+000,3.3255714153e+000,3.7793236215e+000,3.5057089940e+000,3.7250513369e+000,5.1107409610e+000,5.4682107463e+000,2.8224101809e+000,3.7495082600e+000,1.8040206348e+000,3.3286443043e+000,3.0054970558e+000,3.4582745040e+000,
4.6875000000e-001,3.5421078704e+000,4.0783882786e+000,3.4061629159e+000,3.9809109342e+000,3.4634853339e+000,3.6785891898e+000,5.1216063609e+000,5.4720522853e+000,2.8407375360e+000,3.7413821677e+000,1.9250248538e+000,3.3514666850e+000,3.0765727673e+000,3.5095290915e+000,
5.6250000000e-001,3.6169655731e+000,4.1186011866e+000,3.3995332344e+000,4.0538085237e+000,3.5068997390e+000,3.8384890657e+000,5.2471820673e+000,5.4304690654e+000,2.8698541167e+000,3.8379149805e+000,2.0595367291e+000,3.3915481868e+000,3.1601939464e+000,3.5169066236e+000,
6.5625000000e-001,3.7769488864e+000,4.2119477818e+000,3.4704404835e+000,4.0966276770e+000,3.5490479241e+000,3.8566368658e+000,5.2492371462e+000,5.4823402630e+000,2.8217597622e+000,3.8461745011e+000,2.1306460767e+000,3.3722826328e+000,3.2004531183e+000,3.5653132382e+000,
7.5000000000e-001,3.8239614280e+000,4.2636074661e+000,3.5725797025e+000,4.2154895420e+000,3.6076654100e+000,4.0366100131e+000,5.2059652198e+000,5.3936234472e+000,2.9002049670e+000,4.0356181858e+000,2.2308511370e+000,3.3794980560e+000,3.2320921357e+000,3.6133137726e+000,
8.4375000000e-001,3.8059129707e+000,4.2280070714e+000,3.5495633926e+000,4.2304710077e+000,3.5747559910e+000,4.0788816020e+000,5.1135516399e+000,5.2779424708e+000,2.8833760657e+000,4.0828511439e+000,2.2566870662e+000,3.4910807376e+000,3.2195512733e+000,3.5006097977e+000,
9.3750000000e-001,3.8661230572e+000,4.2984583379e+000,3.6280165948e+000,4.3508601032e+000,3.6312667256e+000,4.1919211480e+000,5.2863011331e+000,5.1691972896e+000,2.9088153930e+000,4.1238172218e+000,2.2925669789e+000,3.5756796291e+000,3.2953421583e+000,3.4710851490e+000,
1.0312500000e+000,3.9017180872e+000,4.2684335271e+000,3.6311189228e+000,4.5086890996e+000,3.5996191894e+000,4.1587878924e+000,5.2946218387e+000,5.1977216588e+000,2.9024054215e+000,4.0992235469e+000,2.3132682694e+000,3.6310651129e+000,3.3080385037e+000,3.4680585298e+000,
