Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.0399836110e+000,4.7661817952e+000,3.9095194550e+000,4.2297345690e+000,4.7078385598e+000,4.7162534582e+000,3.9379342372e+000,3.8084930130e+000,3.7038876259e+000,5.1925355157e+000,3.5094318126e+000,5.0277963568e+000,3.3641619201e+000,4.3039823007e+000,1
9.3750000000e-002,4.0550932489e+000,4.7018484859e+000,3.8201199208e+000,4.2025495487e+000,4.7714640438e+000,4.6457054271e+000,3.9251021206e+000,3.7998519162e+000,3.7824039578e+000,5.1450789075e+000,3.5932573728e+000,4.9982353998e+000,3.4711744018e+000,4.3325775576e+000,
1.8750000000e-001,4.0556402934e+000,4.7030816816e+000,3.7593450972e+000,4.2385056620e+000,4.8019712675e+000,4.5802549466e+000,4.0421577683e+000,3.8570564568e+000,3.7600781461e+000,5.0790990991e+000,3.5199584327e+000,4.9063968009e+000,3.3182128117e+000,4.2140512598e+000,
2.8125000000e-001,4.0499420242e+000,4.7157040762e+000,3.7072398385e+000,4.2305011627e+000,4.7976222492e+000,4.6195907054e+000,4.0639819453e+000,3.8985808409e+000,3.6671576686e+000,5.1824028072e+000,3.4885333904e+000,5.0085139164e+000,3.2781386574e+000,4.2340372899e+000,
3.7500000000e-001,3.8511158331e+000,4.6317863787e+000,3.6090924671e+000,4.0611842623e+000,4.4890001867e+000,4.5991467184e+000,4.1208940239e+000,3.8016170396e+000,3.3120569876e+000,5.1344861841e+000,3.4321355008e+000,4.9937864492e+000,3.2014426971e+000,4.1636722259e+000,
4.6875000000e-001,3.7258367455e+000,4.5000843362e+000,3.5420070205e+000,3.9940706685e+000,4.4015131602e+000,4.5409775670e+000,4.0478760166e+000,3.6995072535e+000,3.2759195232e+000,5.0470980362e+000,3.4477978922e+000,4.9230085215e+000,3.2398278853e+000,4.1013047316e+000,
5.6250000000e-001,3.7515188010e+000,4.4964970599e+000,3.5903268495e+000,4.0946613204e+000,4.4077501556e+000,4.5638751985e+000,4.1275180561e+000,3.7912420078e+000,3.2343202220e+000,4.8806960427e+000,3.3660076146e+000,4.7511263619e+000,3.3851606164e+000,4.1174081107e+000,
6.5625000000e-001,3.8044630470e+000,4.4395215086e+000,3.6125168500e+000,4.1195542450e+000,4.3933929776e+000,4.5673477857e+000,4.1931886258e+000,3.7992610300e+000,3.2829750512e+000,4.8021236930e+000,3.3777955756e+000,4.5608950789e+000,3.4363383495e+000,3.9683942655e+000,
7.5000000000e-001,3.8068051431e+000,4.4897994217e+000,3.5903285653e+000,4.1035598572e+000,4.3300474017e+000,4.4153354559e+000,4.2994796629e+000,3.8073047413e+000,3.3212808686e+000,4.8128791167e+000,3.3649535438e+000,4.5697975045e+000,3.4304943654e+000,3.9978667678e+000,
8.4375000000e-001,3.7102128047e+000,4.5364143140e+000,3.5987844612e+000,4.0266465072e+000,4.3139972828e+000,4.3588114121e+000,4.2876515290e+000,3.7230813030e+000,3.3464963557e+000,4.7827410573e+000,3.2804362869e+000,4.5242168566e+000,3.3960170896e+000,4.0022844750e+000,
9.3750000000e-001,3.7381345688e+000,4.6177952292e+000,3.5802708104e+000,4.1026506572e+000,4.3480226599e+000,4.4416830724e+000,4.2639799684e+000,3.7219970280e+000,3.4569087244e+000,4.8672091780e+000,3.2284825360e+000,4.6444517157e+000,3.4236867532e+000,4.1598446190e+000,
1.0312500000e+000,3.8655821476e+000,4.7032858292e+000,3.7954527726e+000,4.2646213303e+000,4.4883288780e+000,4.3934792244e+000,4.3155155651e+000,3.7560045379e+000,3.5094299118e+000,4.7433316940e+000,3.2040998593e+000,4.6089957062e+000,3.3396282504e+000,4.1062361198e+000,
1.1250000000e+000,3.8904854615e+000,4.7284670809e+000,3.8546019579e+000,4.3131980018e+000,4.3879066515e+000,4.3665398547e+000,4.2542073019e+000,3.6880613139e+000,3.4430666340e+000,4.7562772198e+000,3.0569414242e+000,4.5562962156e+000,3.2857891686e+000,4.0940237194e+000,
1.2187500000e+000,3.9094023502e+000,4.7098802608e+000,3.9331041808e+000,4.3264189202e+000,4.3497827391e+000,4.3367012099e+000,4.2876196163e+000,3.5193496400e+000,3.3282515050e+000,4.5662116955e+000,3.0321231259e+000,4.4310128728e+000,3.3921155729e+000,4.1221164512e+000,
1.3125000000e+000,3.8427748981e+000,4.7166154885e+000,3.9040328030e+000,4.3744677302e+000,4.2237073874e+000,4.3241983416e+000,4.2025963891e+000,3.4912034822e+000,3.3871702298e+000,4.5211782300e+000,3.0357211125e+000,4.3476722717e+000,3.3856446920e+000,4.1428513697e+000,
1.4062500000e+000,3.8130342577e+000,4.7242623753e+000,3.8851652786e+000,4.3972173662e+000,4.1882023869e+000,4.3745899423e+000,4.1030937778e+000,3.5358876838e+000,3.3708836126e+000,4.5409711607e+000,2.9613091767e+000,4.4415230985e+000,3.4076357593e+000,4.2535206270e+000,
1.5000000000e+000,3.7936950033e+000,4.7306902719e+000,3.8834850167e+000,4.3441835123e+000,4.1783442359e+000,4.3913946518e+000,4.0615229745e+000,3.5155054982e+000,3.3427690672e+000,4.6985582622e+000,3.0266209687e+000,4.6332467511e+000,3.3809533210e+000,4.3079487198e+000,
1.5937500000e+000,3.9320514446e+000,4.8137236755e+000,3.9526149896e+000,4.3149733628e+000,4.1634115109e+000,4.3210417512e+000,3.9196125122e+000,3.3526047104e+000,3.3560043119e+000,4.6926539874e+000,3.2687779762e+000,4.7175033083e+000,3.3218499696e+000,4.2651051379e+000,
1.6875000000e+000,3.9182664637e+000,4.7871101478e+000,4.0490488896e+000,4.3455632441e+000,4.2493913095e+000,4.3029364089e+000,3.9546941193e+000,3.4629459053e+000,3.3427207947e+000,4.7993071215e+000,3.3063443391e+000,4.8434913009e+000,3.2703980914e+000,4.2922559677e+000,
1.7812500000e+000,3.9531493259e+000,4.8278083473e+000,4.0561198747e+000,4.3215980459e+000,4.2794608942e+000,4.4510107896e+000,3.9362626613e+000,3.3971363089e+000,3.4053001146e+000,4.8540355281e+000,3.2811377272e+000,4.8541642004e+000,3.3943467573e+000,4.2844473897e+000,
1.8750000000e+000,4.0127318390e+000,4.8151725517e+000,4.0918202507e+000,4.2702530029e+000,4.4441308953e+000,4.5044441704e+000,3.9824228089e+000,3.3975286096e+000,3.6716247405e+000,4.9079977758e+000,3.2891452814e+000,4.9342928606e+000,3.4371360958e+000,4.2474599961e+000,
1.9687500000e+000,3.9694767796e+000,4.7997687531e+000,4.0755787398e+000,4.2222974260e+000,4.3478410345e+000,4.4838744127e+000,3.9680240930e+000,3.3353570803e+000,3.6387872755e+000,4.7764806630e+000,3.3159583357e+000,4.8326081108e+000,3.4463471163e+000,4.1681548773e+000,
2.0625000000e+000,3.9737264026e+000,4.7463620847e+000,3.9804519443e+000,4.0703505878e+000,4.6019612989e+000,4.4879036511e+000,4.0460511242e+000,3.5266019278e+000,3.6859296717e+000,4.9092563177e+000,3.3319224593e+000,4.8195595148e+000,3.5077079403e+000,4.1767519238e+000,
2.1562500000e+000,4.0216046514e+000,4.7893981495e+000,3.9869703241e+000,4.1566038982e+000,4.8556857602e+000,4.7307950096e+000,4.0885723821e+000,3.6663972590e+000,3.7838707867e+000,5.1157243927e+000,3.4014408811e+000,4.9579563339e+000,3.5312530071e+000,4.2304010538e+000,
2.2500000000e+000,4.2245238384e+000,4.8221431934e+000,3.9502244976e+000,4.1152364413e+000,5.0340548297e+000,4.8078900049e+000,4.1864246973e+000,3.6995091013e+000,3.8524468910e+000,5.1584736618e+000,3.4130992050e+000,5.0277316465e+000,3.4142324094e+000,4.2089819264e+000,
2.3437500000e+000,4.2097396043e+000,4.8253616004e+000,4.0202104383e+000,4.0798822032e+000,5.0283492225e+000,4.7935683802e+000,4.1975254750e+000,3.6598822096e+000,3.8813045543e+000,5.1634762354e+000,3.4132967686e+000,5.0273124464e+000,3.3374735883e+000,4.1321531410e+000,
2.4375000000e+000,4.2277443229e+000,4.8136278973e+000,4.0146343633e+000,4.0662886892e+000,5.0372387401e+000,4.8083846843e+000,4.2178436013e+000,3.6694529352e+000,3.8988521573e+000,5.1991944112e+000,3.5441022891e+000,5.0032130213e+000,3.2983691067e+000,4.0295797555e+000,
2.5312500000e+000,4.2078041817e+000,4.8526312118e+000,4.0009242256e+000,4.1433980478e+000,5.0494017509e+000,4.8636741716e+000,4.2393804488e+000,3.6932384703e+000,3.9022247525e+000,5.2277340092e+000,3.4353800850e+000,5.0411014309e+000,3.2878271719e+000,4.0800839054e+000,
2.6250000000e+000,4.3611014714e+000,4.8980789515e+000,3.9615006508e+000,4.1058282898e+000,5.0786434317e+000,4.8687194273e+000,4.2590554577e+000,3.6773198375e+000,3.8972603423e+000,5.1258296009e+000,3.3481556224e+000,4.8889073129e+000,3.1693182469e+000,3.9118847273e+000,
2.7187500000e+000,4.3368391358e+000,4.9193728080e+000,3.9126133376e+000,4.0821874379e+000,5.0200719489e+000,4.8770510277e+000,4.2197164426e+000,3.5525101039e+000,3.8428332458e+000,5.0758509839e+000,3.3755454445e+000,4.8868655872e+000,3.0817188951e+000,4.0124392429e+000,
2.8125000000e+000,4.3191154908e+000,4.9715453582e+000,3.8454401745e+000,4.0245515889e+000,4.9912387740e+000,4.8419852748e+000,4.2191555693e+000,3.5453369548e+000,3.7622858576e+000,5.1585558057e+000,3.3099734730e+000,4.9650805587e+000,3.0230846797e+000,4.1134007771e+000,
2.9062500000e+000,4.2858189228e+000,4.9660704144e+000,3.8592859069e+000,4.1103920636e+000,4.9370819415e+000,4.8947559611e+000,4.2471470450e+000,3.6572537948e+000,3.5606922186e+000,5.1699929127e+000,3.4099239888e+000,4.9326187441e+000,3.0490085161e+000,4.1242567246e+000,
3.0000000000e+000,4.2766506462e+000,4.9012605403e+000,3.8055828981e+000,4.0239857254e+000,4.9477795983e+000,4.8353509192e+000,4.2555765412e+000,3.6565930979e+000,3.4983394405e+000,5.1647465513e+000,3.3500781517e+000,4.9199378593e+000,3.0159704319e+000,4.0969600260e+000,
