Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,3.9859696182e+000,4.0432212965e+000,3.7285341707e+000,3.5920340791e+000,4.3667814105e+000,3.8697633349e+000,3.7338411377e+000,4.1276456257e+000,5.1865011287e+000,4.0563894460e+000,6.9991053727e+000,3.9445346402e+000,3.6441644440e+000,3.8386667120e+000,1
9.3750000000e-002,4.1406955181e+000,4.1345922030e+000,3.9517247259e+000,3.6851598926e+000,4.4135867223e+000,3.9419821932e+000,3.9950809010e+000,4.0987806576e+000,5.3018017360e+000,4.0680303949e+000,7.0003893456e+000,4.0709720178e+000,3.7498568883e+000,3.8431141061e+000,
1.8750000000e-001,4.0802944659e+000,4.0711964899e+000,3.9220753000e+000,3.6454530353e+000,4.4263744118e+000,3.9254335910e+000,4.0082818115e+000,4.0283350047e+000,5.2845454445e+000,4.0981362522e+000,6.9966590377e+000,4.1188412125e+000,3.7474687674e+000,3.9049960425e+000,
2.8125000000e-001,3.9292369649e+000,3.9463230283e+000,3.8356864904e+000,3.5331742208e+000,4.4356149784e+000,3.8106308773e+000,4.0382515980e+000,3.9488026360e+000,5.1812015853e+000,4.0651476781e+000,6.9961701168e+000,4.0431066925e+000,3.6638956321e+000,4.0222364655e+000,
3.7500000000e-001,3.8157791758e+000,3.8580424402e+000,3.7621815432e+000,3.4310560228e+000,4.3743112596e+000,3.6917996602e+000,4.0078900668e+000,3.9265037686e+000,5.1932378246e+000,4.0620794083e+000,6.9971916097e+000,4.0143387642e+000,3.6935502964e+000,4.0860909136e+000,
4.6875000000e-001,3.8054708354e+000,3.7871807752e+000,3.7611105404e+000,3.4059045545e+000,4.3915354109e+000,3.6666626793e+000,3.9856725677e+000,3.8442925363e+000,5.1635856310e+000,3.9703540340e+000,6.9995749211e+000,4.0072529278e+000,3.7035349390e+000,4.1627586441e+000,
5.6250000000e-001,3.6607682392e+000,3.7097981518e+000,3.6991766842e+000,3.3469972512e+000,4.3569047009e+000,3.6808289863e+000,3.8474400471e+000,3.8174079537e+000,5.1140626530e+000,3.9465469563e+000,7.0008748039e+000,3.9408855521e+000,3.6963634937e+000,4.1794870690e+000,
6.5625000000e-001,3.6393883834e+000,3.7163812736e+000,3.7628340271e+000,3.3535363152e+000,4.3297524894e+000,3.6906273901e+000,3.9207112406e+000,3.8108085600e+000,5.1287569598e+000,4.0650187696e+000,6.8974339270e+000,3.9262108355e+000,3.7643698573e+000,4.0904926323e+000,
7.5000000000e-001,3.6225217374e+000,3.6958835183e+000,3.7233254985e+000,3.3913980835e+000,4.2923408979e+000,3.6704915537e+000,3.9321119830e+000,3.8302164608e+000,5.1301157826e+000,4.0226024431e+000,3.8754560019e+000,3.9142643025e+000,3.7534860090e+000,4.1080892321e+000,
8.4375000000e-001,3.7174648189e+000,3.7314731568e+000,3.7475949699e+000,3.4445875559e+000,4.3037500372e+000,3.7494761395e+000,4.0175780416e+000,3.7718437284e+000,5.1215426986e+000,4.0680394230e+000,3.7545654640e+000,3.9262927815e+000,3.6949576019e+000,4.1503201843e+000,
9.3750000000e-001,3.8209582417e+000,3.7937448109e+000,3.8190377498e+000,3.4698956938e+000,4.3011142358e+000,3.8684711080e+000,4.0121233584e+000,3.8117904494e+000,5.1793254085e+000,4.1316565878e+000,3.8167688734e+000,3.9834600638e+000,3.6879421702e+000,4.1468972904e+000,
1.0312500000e+000,3.8936263819e+000,3.8202551236e+000,3.7502049271e+000,3.5052893680e+000,4.2309410366e+000,3.9546573873e+000,3.9491166928e+000,3.9312008644e+000,5.1548155519e+000,4.1686528219e+000,3.8747274174e+000,3.9608685733e+000,3.6910206395e+000,4.1752203118e+000,
1.1250000000e+000,3.7420026721e+000,3.7089321244e+000,3.5705687991e+000,3.4812328550e+000,4.2538153521e+000,3.8445550731e+000,3.8500384986e+000,3.8861448718e+000,5.0473898174e+000,4.1310190458e+000,4.2178654905e+000,3.8418023981e+000,3.6290563596e+000,4.1539373631e+000,
1.2187500000e+000,3.8392174360e+000,3.7385901291e+000,3.7217191323e+000,3.6179936871e+000,4.3416769980e+000,3.9234633582e+000,3.9667207330e+000,3.9719979252e+000,5.1061000044e+000,4.1341316191e+000,6.7561605727e+000,3.8747096501e+000,3.6901709686e+000,4.1421216420e+000,
1.3125000000e+000,3.9181861515e+000,3.7617524300e+000,3.8029805250e+000,3.7071422832e+000,4.3672624688e+000,3.9452790342e+000,4.1249713549e+000,4.0377931428e+000,5.2683117728e+000,4.1317956991e+000,6.8377406781e+000,3.9664744591e+000,3.8266643602e+000,4.0882967305e+000,
1.4062500000e+000,4.0049873198e+000,3.8635748620e+000,3.9239050505e+000,3.7954321259e+000,4.4408127015e+000,4.0223894275e+000,4.2209646026e+000,4.1380781052e+000,5.3086181106e+000,4.2020381872e+000,6.8438792076e+000,4.0688686306e+000,3.9434141400e+000,3.9905734032e+000,
1.5000000000e+000,4.0332162921e+000,3.9164879237e+000,3.9278963751e+000,3.8041930908e+000,4.4441645739e+000,4.0578680377e+000,4.2926097999e+000,4.1841412896e+000,5.3205491499e+000,4.2415824385e+000,6.8421691274e+000,4.1048525049e+000,3.9613221412e+000,3.9986415669e+000,
1.5937500000e+000,4.0481668322e+000,3.9039820438e+000,3.9124751477e+000,3.8442605088e+000,4.4326047172e+000,4.0862476616e+000,4.2953195355e+000,4.1567734415e+000,5.2394427661e+000,4.2948217092e+000,6.8415676673e+000,4.1187732010e+000,3.9240367693e+000,4.0901239114e+000,
1.6875000000e+000,4.0579760282e+000,3.8889102631e+000,3.8462227991e+000,3.7590544063e+000,4.4363912148e+000,4.0689351216e+000,4.3007143223e+000,4.1117979413e+000,5.2577009327e+000,4.2039709833e+000,6.8412320332e+000,4.0759608969e+000,3.8729920542e+000,4.1617407204e+000,
