Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,2.4271114303e+000,2.4706436584e+000,2.4563287104e+000,2.3208047302e+000,2.8723142042e+000,3.3914754362e+000,2.1674105282e+000,3.7916194213e+000,2.2523355429e+000,2.4140938367e+000,2.4505160472e+000,2.7532741223e-001,2.7606875343e+000,3.0215302592e+000,1
9.3750000000e-002,2.3028652768e+000,2.4766988624e+000,2.4379949919e+000,2.1125121267e+000,2.7780797518e+000,3.3444318087e+000,2.1006574413e+000,3.8105891700e+000,2.2235904089e+000,2.4262616494e+000,2.5075611398e+000,2.7239434977e-001,2.7340905655e+000,3.0623672702e+000,
1.8750000000e-001,2.2984248749e+000,2.5766821714e+000,2.2591110510e+000,2.1829356457e+000,2.7526335689e+000,3.4722887018e+000,2.1318622746e+000,3.7787787733e+000,2.1792597428e+000,2.5645877186e+000,2.5153100989e+000,2.2170757762e-001,2.7339000662e+000,2.9809149894e+000,
2.8125000000e-001,2.3625660326e+000,2.6219456377e+000,2.3002241656e+000,2.2970790073e+000,2.7791609199e+000,3.5293813630e+000,2.1272893814e+000,3.8330100816e+000,2.0793309831e+000,2.4315784345e+000,2.3749215439e+000,1.9542657623e-001,2.7181805393e+000,2.9089441291e+000,
3.7500000000e-001,2.4023486944e+000,2.6762908729e+000,2.3297553891e+000,2.3142210013e+000,2.7826622862e+000,3.5847543033e+000,2.0445530585e+000,3.7974935088e+000,1.9371113349e+000,2.4263162566e+000,2.4636695349e+000,1.8580289924e-001,2.7745382648e+000,2.9331890532e+000,
4.6875000000e-001,2.4195567690e+000,2.6273200409e+000,2.3627116222e+000,2.3536961326e+000,2.7162008079e+000,3.5967638532e+000,2.0889331261e+000,3.8219141298e+000,1.9320255955e+000,2.3622269876e+000,2.5048759840e+000,2.1688653597e-001,2.8177041713e+000,2.9011329391e+000,
5.6250000000e-001,2.6304638577e+000,2.7539394162e+000,2.3942636222e+000,2.4792878699e+000,2.7270762350e+000,3.4438859243e+000,2.2911696343e+000,3.9602366825e+000,1.9170145899e+000,2.3534961049e+000,2.4471188247e+000,1.9564988665e-001,2.7956726404e+000,2.8052633956e+000,
6.5625000000e-001,2.7826950926e+000,2.8827811171e+000,2.4276038619e+000,2.6621577129e+000,2.7451668490e+000,3.5594930050e+000,2.3185081966e+000,3.9047830789e+000,1.9582658633e+000,2.4695555472e+000,2.4692268794e+000,1.6005935281e-001,2.7119707233e+000,2.7824827683e+000,
7.5000000000e-001,2.7755576693e+000,2.8836346294e+000,2.3233884520e+000,2.6697040314e+000,2.6623714518e+000,3.5823551304e+000,2.2849246903e+000,3.8725002993e+000,2.0418847130e+000,2.5371734848e+000,2.4923350153e+000,1.5502075994e-001,2.6032203782e+000,2.8890501535e+000,
8.4375000000e-001,2.7385681217e+000,2.9510291982e+000,2.3081221694e+000,2.6659747168e+000,2.5867630000e+000,3.5770032750e+000,2.2891478298e+000,3.8932042170e+000,2.0581880123e+000,2.5820392130e+000,2.5277447795e+000,1.8426571239e-001,2.3984807282e+000,2.7504682453e+000,
9.3750000000e-001,2.7883555480e+000,3.0938654935e+000,2.4149834220e+000,2.7599085737e+000,2.6997212777e+000,3.6635068749e+000,2.3474396892e+000,3.8181115578e+000,2.0687726534e+000,2.7207302556e+000,2.5462089006e+000,1.9171164885e-001,2.4124787642e+000,2.8276910077e+000,
1.0312500000e+000,2.8047395840e+000,3.1748421683e+000,2.4698771816e+000,2.8087842372e+000,2.6882643940e+000,3.8003768013e+000,2.3006741717e+000,3.7852836457e+000,2.0477548692e+000,2.7673085395e+000,2.5542184865e+000,2.5990152027e-001,2.3928370586e+000,2.9314976683e+000,
1.1250000000e+000,2.8187533314e+000,3.1529039419e+000,2.4195389195e+000,2.8278577182e+000,2.6613474241e+000,3.8597352739e+000,2.3188309169e+000,3.7780984563e+000,1.9728104645e+000,2.7410648096e+000,2.5004744757e+000,2.9033616983e-001,2.3608518244e+000,2.9364100222e+000,
1.2187500000e+000,3.3066177399e+000,3.4553448394e+000,3.0695606117e+000,3.2882787992e+000,3.1011498233e+000,4.0056095021e+000,2.9538578959e+000,3.8740283253e+000,2.4617879661e+000,3.2456651602e+000,2.9757661574e+000,6.2050017857e-001,2.8800081834e+000,3.3618166149e+000,
