Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.2831052322e+000,4.4072833607e+000,4.3121150634e+000,4.0435584006e+000,4.8143269635e+000,4.6823606697e+000,2.0186873672e+000,2.9106818007e+000,3.0149286222e+000,2.7217925686e+000,1.0567079957e+000,2.7180086485e+000,2.4176750077e+000,3.0127072690e+000,1
9.3750000000e-002,4.3327802846e+000,4.4470622182e+000,4.3548356534e+000,4.1046608205e+000,4.9318693448e+000,4.6509634322e+000,1.9072005587e+000,2.9105935652e+000,3.1204455553e+000,2.8530004510e+000,1.0815403225e+000,2.7305832048e+000,2.5848144697e+000,3.0516430260e+000,
1.8750000000e-001,4.2550546143e+000,4.4819918525e+000,4.3493804326e+000,4.1248338031e+000,4.9024399470e+000,4.5092614750e+000,1.8766141365e+000,2.9883653547e+000,3.0470806540e+000,2.8656841417e+000,9.8127111144e-001,2.7018278070e+000,2.5437852579e+000,3.0801221766e+000,
2.8125000000e-001,4.2762182695e+000,4.4559891678e+000,4.3698608038e+000,4.1164705944e+000,4.8918608273e+000,4.4612874989e+000,1.9627775343e+000,3.0041323017e+000,2.9586127333e+000,2.8775869695e+000,9.7512378745e-001,2.6945928951e+000,2.5242020850e+000,3.0748084812e+000,
3.7500000000e-001,4.2734712089e+000,4.4573032060e+000,4.3577595673e+000,4.0489264780e+000,4.9362895313e+000,4.4090316763e+000,1.9981337534e+000,2.9637975480e+000,2.9386604625e+000,2.8290620765e+000,8.8023254693e-001,2.6404927536e+000,2.4860137870e+000,2.9456593656e+000,
4.6875000000e-001,4.2573156618e+000,4.4227084531e+000,4.3453642765e+000,3.9547952819e+000,4.9394542913e+000,4.3817487255e+000,1.9753956811e+000,2.9260398114e+000,2.9225650407e+000,2.8068336781e+000,9.3739573442e-001,2.5948170227e+000,2.5036863612e+000,2.9174135658e+000,
5.6250000000e-001,4.2392486491e+000,4.3868161030e+000,4.3188726017e+000,3.9802496866e+000,4.9093262000e+000,4.3954557934e+000,1.9849666816e+000,2.8668764641e+000,2.9414805835e+000,2.8000722286e+000,9.4590792216e-001,2.6225697486e+000,2.4510099857e+000,2.9397543134e+000,
6.5625000000e-001,4.2342711298e+000,4.4393416846e+000,4.3282187165e+000,3.9931109728e+000,4.9523866277e+000,4.3409350286e+000,1.9007893272e+000,2.8832456320e+000,2.9301102268e+000,2.7995743260e+000,9.4965075116e-001,2.6714358729e+000,2.4634984322e+000,2.9329443602e+000,
7.5000000000e-001,4.1591796461e+000,4.3462353419e+000,4.2878152628e+000,3.9759745985e+000,4.9674689475e+000,4.4546424100e+000,1.8311682607e+000,2.8234329195e+000,2.9335235433e+000,2.6733814918e+000,9.5832460495e-001,2.6520284649e+000,2.4690825096e+000,2.9156446293e+000,
8.4375000000e-001,4.1592753131e+000,4.3910615726e+000,4.2574900835e+000,4.0225722516e+000,4.8368299506e+000,4.3806753161e+000,1.8362796430e+000,2.7616617021e+000,2.9033825349e+000,2.5715843379e+000,1.0342571408e+000,2.6067883755e+000,2.5056871226e+000,2.9098760153e+000,
