Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.8920702533e+000,5.1323348683e+000,4.7817018649e+000,5.2390844343e+000,5.3807988741e+000,5.3151985165e+000,5.2805479419e+000,5.3939235164e+000,5.4210644783e+000,5.9985719925e+000,4.9115485651e+000,5.3933802083e+000,4.7205187014e+000,4.9931138676e+000,1
9.3750000000e-002,4.8631058143e+000,5.0954183365e+000,4.7913711832e+000,5.2255700026e+000,5.3137899565e+000,5.2993671144e+000,5.3017888269e+000,5.3177596994e+000,5.3971753647e+000,5.9785353392e+000,4.9029945218e+000,5.2656681627e+000,4.6334615371e+000,4.9612365929e+000,
1.8750000000e-001,4.8823322784e+000,5.1615711740e+000,4.8417181214e+000,5.2707287537e+000,5.2551600853e+000,5.3510873229e+000,5.3732541696e+000,5.3398215376e+000,5.4330213790e+000,6.0550086426e+000,5.0013137754e+000,5.3272803829e+000,4.7065376019e+000,5.0872668230e+000,
2.8125000000e-001,4.9313905082e+000,5.1908696279e+000,4.8705316878e+000,5.3099611158e+000,5.2011276883e+000,5.3633078657e+000,5.3947993120e+000,5.3506084065e+000,5.5199588469e+000,6.0075944924e+000,5.0287267411e+000,5.4105135695e+000,4.6867186878e+000,5.1467179038e+000,
3.7500000000e-001,4.9062372407e+000,5.1762422452e+000,4.8613216176e+000,5.3537714551e+000,5.2766629146e+000,5.3473038312e+000,5.3343688754e+000,5.2420785873e+000,5.5871790161e+000,6.0924835563e+000,4.9802487832e+000,5.4062275012e+000,4.6313945994e+000,5.0859981464e+000,
4.6875000000e-001,5.0072480659e+000,5.2358531844e+000,4.9577804587e+000,5.3796393815e+000,5.4290505853e+000,5.4804944330e+000,5.3967287221e+000,5.2989262753e+000,5.6688161280e+000,6.2479240798e+000,4.7256014020e+000,5.5468906509e+000,4.6046549787e+000,5.1549837956e+000,
5.6250000000e-001,5.0317488505e+000,5.2436058323e+000,5.0101384797e+000,5.4138002635e+000,5.5148794521e+000,5.4654877638e+000,5.4179183468e+000,5.2869443794e+000,5.6948350443e+000,6.2345066835e+000,4.7497533935e+000,5.6081208699e+000,4.6524431627e+000,5.2190470011e+000,
6.5625000000e-001,4.9628591921e+000,5.1663569218e+000,4.9545874761e+000,5.3610409766e+000,5.5448231045e+000,5.3285177363e+000,5.3801710943e+000,5.2059416576e+000,5.5073639006e+000,6.2715507763e+000,4.7455773116e+000,5.5403155179e+000,4.6037976038e+000,5.1606702748e+000,
7.5000000000e-001,5.0013695506e+000,5.1665836941e+000,4.9579425340e+000,5.3390257503e+000,5.6129917425e+000,5.3926856151e+000,5.4141138974e+000,5.2001737477e+000,5.5428033240e+000,6.2505391862e+000,4.7866601790e+000,5.5079481628e+000,4.5969681956e+000,5.1682400586e+000,
8.4375000000e-001,4.9145228975e+000,4.9812714610e+000,4.8355947288e+000,5.1905632499e+000,5.6056442444e+000,5.3117315632e+000,5.3063338058e+000,5.2013146978e+000,5.4561247474e+000,6.2908065541e+000,4.8285246563e+000,5.4937553905e+000,4.5272724250e+000,5.0864310732e+000,
9.3750000000e-001,4.8844374799e+000,4.9668831930e+000,4.8114907041e+000,5.1332557402e+000,5.6145283843e+000,5.3433764850e+000,5.3172160670e+000,5.1859018573e+000,5.4661380860e+000,6.2551833245e+000,4.7497277830e+000,5.4186488367e+000,4.4466838306e+000,5.0490976605e+000,
1.0312500000e+000,4.9354727663e+000,4.9836877279e+000,4.8649665782e+000,5.1628325691e+000,5.6314846061e+000,5.4040321203e+000,5.3958153453e+000,5.2180161189e+000,5.5493042939e+000,6.2559628269e+000,4.7602647630e+000,5.5060659132e+000,4.4972826168e+000,5.0875810179e+000,
1.1250000000e+000,4.8952098042e+000,4.9248499046e+000,4.8225969014e+000,5.1368408393e+000,5.6309229805e+000,5.3093755421e+000,5.3716027640e+000,5.1460400701e+000,5.5405520427e+000,6.2167585516e+000,4.6144296355e+000,5.4545744076e+000,4.4398676291e+000,4.9721898111e+000,
