Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.0089561133e+000,4.6872283689e+000,4.2030982314e+000,4.2578249544e+000,3.6311840177e+000,3.3671797624e+000,3.2748123517e+000,3.5895403433e+000,2.4226973420e+000,4.0499356185e+000,2.4959008362e+000,3.9076180839e+000,3.2249718531e+000,3.6633450906e+000,1
9.3750000000e-002,3.7410659643e+000,4.2654836869e+000,4.0373800623e+000,4.0169435343e+000,3.6747987291e+000,3.1145730094e+000,3.3626659172e+000,3.3218460966e+000,2.3862677513e+000,3.7623153897e+000,2.3630165676e+000,3.4754369645e+000,3.0695016095e+000,3.4056275782e+000,
1.8750000000e-001,3.5362440962e+000,3.9609677086e+000,3.8942375472e+000,3.9669930497e+000,3.5428381745e+000,3.0818697074e+000,3.4084405077e+000,3.2078953245e+000,2.4485129382e+000,3.8448189026e+000,2.3697756665e+000,3.5621242487e+000,3.0618825461e+000,3.4179770997e+000,
2.8125000000e-001,3.5176995174e+000,4.0133974605e+000,3.8896838305e+000,3.9136305883e+000,3.5385362095e+000,3.1893964331e+000,3.4053733686e+000,3.2634450315e+000,2.5188671598e+000,4.0616253588e+000,2.2178980286e+000,3.6124747180e+000,2.9703859451e+000,3.1379111379e+000,
3.7500000000e-001,3.4799096556e+000,4.0211870324e+000,3.8332697292e+000,3.8187944785e+000,3.6117317029e+000,3.3053439697e+000,3.4236489408e+000,3.2298070442e+000,2.5805258982e+000,4.1322194321e+000,2.2576110792e+000,3.6785195831e+000,2.9287362555e+000,3.2789387581e+000,
4.6875000000e-001,3.4733666468e+000,4.0122611292e+000,3.8699298007e+000,3.8297588127e+000,3.6346261393e+000,3.3452281010e+000,3.4194365576e+000,3.1258204412e+000,2.5973580391e+000,4.1269482331e+000,2.4354244873e+000,3.7430367092e+000,3.0194078182e+000,3.4031904512e+000,
5.6250000000e-001,3.3743446235e+000,3.9768958705e+000,3.7962244256e+000,3.8015102509e+000,3.5770863454e+000,3.3158250625e+000,3.3791587468e+000,3.3060827411e+000,2.4956906822e+000,4.1459354340e+000,2.4173667783e+000,3.7918661739e+000,2.9706948702e+000,3.3993937460e+000,
6.5625000000e-001,3.3733984958e+000,3.9291018700e+000,3.8176371747e+000,3.7730588412e+000,3.5929768488e+000,3.2769634911e+000,3.3670607745e+000,3.1743636173e+000,2.4991898121e+000,4.0557616732e+000,2.5002156025e+000,3.8068215249e+000,3.0811266553e+000,3.4923622113e+000,
7.5000000000e-001,3.4384074160e+000,4.0334683338e+000,3.8600421695e+000,3.7654142905e+000,3.7444030561e+000,3.4034591493e+000,3.5218930526e+000,3.3383123000e+000,2.6142375643e+000,4.2011710616e+000,2.6873653121e+000,3.8754270485e+000,3.1049795837e+000,3.5241915017e+000,
8.4375000000e-001,3.3629441041e+000,4.0793130573e+000,3.7952442511e+000,3.8700642516e+000,3.8099689059e+000,3.5207881173e+000,3.6085514204e+000,3.4582078038e+000,2.5999701390e+000,4.2563358523e+000,2.8161693088e+000,3.9462696824e+000,3.1079761079e+000,3.5465911633e+000,
9.3750000000e-001,3.3393288670e+000,4.1113457551e+000,3.8019957109e+000,3.9460325465e+000,3.7858206668e+000,3.5269532701e+000,3.6954136211e+000,3.4959440728e+000,2.6199897091e+000,4.3130511291e+000,2.8350543330e+000,4.0225519607e+000,3.0172599973e+000,3.5568551869e+000,
1.0312500000e+000,3.4670646671e+000,4.2191956919e+000,3.9889783998e+000,4.0241513742e+000,3.8353743663e+000,3.6241854707e+000,3.7743191302e+000,3.5974916885e+000,2.6474336897e+000,4.4047369385e+000,2.9424528607e+000,4.0731302536e+000,3.2495717119e+000,3.5918548289e+000,
1.1250000000e+000,3.4031101047e+000,4.1632788156e+000,4.0172689205e+000,3.9697903657e+000,3.8162248697e+000,3.6697106177e+000,3.6756580040e+000,3.5278998521e+000,2.6706532397e+000,4.4169910824e+000,2.9993669446e+000,4.1092756885e+000,3.3457181061e+000,3.5611757547e+000,
1.2187500000e+000,3.2982589702e+000,3.9973136527e+000,4.1092297835e+000,3.8944501682e+000,3.8420841978e+000,3.5635404236e+000,3.5893163513e+000,3.4471833162e+000,2.6811870623e+000,4.2777849209e+000,3.0245362908e+000,4.0602922141e+000,3.4125790666e+000,3.5857942297e+000,
1.3125000000e+000,3.4481866696e+000,4.0825037479e+000,4.2033603998e+000,4.0367965278e+000,3.9221750580e+000,3.6124975391e+000,3.6654735334e+000,3.5337342140e+000,2.6747349493e+000,4.2391511580e+000,2.9725540828e+000,4.1157998024e+000,3.4114375654e+000,3.6421692451e+000,
1.4062500000e+000,3.4121804846e+000,4.0292910842e+000,4.2192216636e+000,4.0389625597e+000,3.8945307182e+000,3.5662184662e+000,3.6197372583e+000,3.5831277926e+000,2.6047804157e+000,4.2434282645e+000,2.9787934671e+000,4.0461317979e+000,3.4830702162e+000,3.4746696403e+000,
1.5000000000e+000,3.3702410102e+000,3.9821347232e+000,4.2288413793e+000,4.0256419573e+000,3.8403744067e+000,3.4619747003e+000,3.5659780585e+000,3.5114758282e+000,2.6534692090e+000,4.1909356834e+000,2.8389458684e+000,4.0792955459e+000,3.4934987341e+000,3.5688165229e+000,
1.5937500000e+000,3.5057792685e+000,4.0080318502e+000,4.2545107095e+000,4.0490739335e+000,3.8398432578e+000,3.4991683782e+000,3.5149979703e+000,3.4588405899e+000,2.6510568686e+000,4.1854580523e+000,2.9035928363e+000,4.0927641785e+000,3.4845017378e+000,3.6067014249e+000,
1.6875000000e+000,3.6130921625e+000,4.0234266186e+000,4.4570877716e+000,4.0913546397e+000,3.8809271052e+000,3.3774687066e+000,3.6840443889e+000,3.4237122298e+000,2.6723159554e+000,4.1908492611e+000,2.9357822159e+000,4.0656087437e+000,3.4282036263e+000,3.5993519056e+000,
1.7812500000e+000,3.5907633138e+000,3.8944080704e+000,4.5814252227e+000,4.0551683574e+000,3.7654679018e+000,3.2364354682e+000,3.5862588988e+000,3.2923894603e+000,2.5635396914e+000,4.0908688310e+000,2.7804150521e+000,4.0463457010e+000,3.3840423104e+000,3.6846384885e+000,
1.8750000000e+000,3.6394203407e+000,3.8185134476e+000,4.7196468338e+000,3.9582878032e+000,3.7387688371e+000,3.1522761983e+000,3.5180328940e+000,3.2356120246e+000,2.5229662297e+000,4.0626287437e+000,2.7194158916e+000,3.9656303628e+000,3.3712008459e+000,3.5624962945e+000,
