Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,3.1432718202e+000,3.4322724664e+000,3.1917503515e+000,3.1398439742e+000,3.5546697880e+000,3.6786743974e+000,3.3885940714e+000,4.2893058310e+000,5.7281709826e+000,4.0954006996e+000,3.2197492382e+000,0.0000000000e+000,3.0838859760e+000,3.1296332209e+000,1
9.3750000000e-002,3.4864981694e+000,3.7476064917e+000,3.4605132923e+000,3.3389010136e+000,3.8506744155e+000,3.8579475018e+000,3.6143488914e+000,4.2855380799e+000,5.7196320828e+000,4.1945807055e+000,3.2573694590e+000,0.0000000000e+000,3.0853736924e+000,3.0913327100e+000,
1.8750000000e-001,3.5745930251e+000,3.8167602085e+000,3.6208958543e+000,3.3951579426e+000,3.9274313731e+000,3.9204274540e+000,3.6444664956e+000,4.2207597321e+000,5.7193727480e+000,4.2106245995e+000,3.2270832466e+000,1.8112327187e+000,3.0488409856e+000,3.1246437846e+000,
2.8125000000e-001,3.5454644988e+000,3.8179553090e+000,3.6886709295e+000,3.4183888833e+000,3.9406884119e+000,3.9088318723e+000,3.7058361090e+000,4.0553290843e+000,5.7292389254e+000,4.2433440234e+000,3.2778641253e+000,3.9451112035e+000,3.1711968923e+000,3.1655975123e+000,
3.7500000000e-001,3.6044237709e+000,3.7909184497e+000,3.7514427620e+000,3.4842565326e+000,3.9274467981e+000,3.8047505679e+000,3.6909414001e+000,3.9658835242e+000,5.7233042726e+000,4.2435919894e+000,3.2605374187e+000,4.6507301828e+000,3.1811076780e+000,3.1931609983e+000,
4.6875000000e-001,3.5767669054e+000,3.7036866416e+000,3.7145315783e+000,3.4097780285e+000,3.8581244828e+000,3.7179576712e+000,3.6871403409e+000,3.9255604841e+000,5.7121708112e+000,4.2577109138e+000,3.1352815362e+000,5.7554846645e+000,3.1040819162e+000,3.2140933472e+000,
5.6250000000e-001,3.7081273157e+000,3.7295800934e+000,3.8962417921e+000,3.4756965028e+000,3.8499448813e+000,3.7002502266e+000,3.7141373946e+000,3.9140235655e+000,5.7047691872e+000,4.3596512840e+000,3.2854800394e+000,6.7838683551e+000,3.1438468402e+000,3.2781387240e+000,
6.5625000000e-001,3.7729137288e+000,3.7864397384e+000,4.0620447857e+000,3.5809915056e+000,3.9050629890e+000,3.7801181389e+000,3.7497491681e+000,4.0204870090e+000,5.6483992841e+000,4.4176296997e+000,3.2649641000e+000,7.3037560331e+000,3.1130221596e+000,3.2783438442e+000,
7.5000000000e-001,3.8189662328e+000,3.8037572844e+000,4.2292340483e+000,3.6545040439e+000,4.1207060058e+000,3.8871408134e+000,3.7134360549e+000,4.0987970305e+000,5.6585789542e+000,4.4873866740e+000,3.3700572088e+000,7.5366590048e+000,3.2142851655e+000,3.2197038207e+000,
8.4375000000e-001,3.7879443839e+000,3.8371920005e+000,4.2623562751e+000,3.6408231883e+000,4.1178221087e+000,4.0224033136e+000,3.7024077534e+000,4.1396414672e+000,4.3728184285e+000,4.5477580593e+000,3.3746913723e+000,7.7268784999e+000,3.2351505337e+000,3.1648935452e+000,
9.3750000000e-001,3.8670537907e+000,3.8690651613e+000,4.2783951241e+000,3.6364668213e+000,4.1407415635e+000,3.9391699573e+000,3.7343374360e+000,4.1323776912e+000,3.5418837344e+000,4.5079047465e+000,3.3832226914e+000,7.8893166084e+000,3.2850438135e+000,3.1028211164e+000,
1.0312500000e+000,3.7304944152e+000,3.7253469289e+000,4.2576777135e+000,3.5972667163e+000,3.9076936518e+000,3.7903980906e+000,3.5600101946e+000,4.1202524453e+000,3.5094162437e+000,4.4487638991e+000,3.3098066889e+000,8.0680532406e+000,3.2738904707e+000,3.0473793297e+000,
1.1250000000e+000,3.4813064197e+000,3.4751372151e+000,4.1629745829e+000,3.4831474555e+000,3.7171349893e+000,3.6668512143e+000,3.4072353869e+000,4.0302512025e+000,3.7105481102e+000,4.5014246473e+000,3.3158096298e+000,8.2790847813e+000,3.2534530798e+000,3.0580001006e+000,
1.2187500000e+000,3.4821328646e+000,3.3592054879e+000,4.1362922485e+000,3.4378030566e+000,3.6308686790e+000,3.6194596657e+000,3.2967231437e+000,4.0100735534e+000,3.7011704267e+000,4.4850213300e+000,3.2148766306e+000,8.3831740054e+000,3.2103931215e+000,3.0026164234e+000,
1.3125000000e+000,3.7016822526e+000,3.5792308806e+000,4.1860627973e+000,3.4789931128e+000,3.8631180416e+000,3.6117362985e+000,3.3093472463e+000,4.0236673801e+000,3.6534052894e+000,4.5038751322e+000,3.1129511937e+000,8.4636038292e+000,3.1977962821e+000,2.9430790901e+000,
