Time (s),AF3,AF4,F3,F4,F7,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,Sampling Rate
0.0000000000e+000,4.4240426667e+000,4.3879199971e+000,3.7881288144e+000,4.2188410895e+000,4.6408448180e+000,4.5416133721e+000,4.2092704055e+000,4.6372763149e+000,3.9405635737e+000,4.4125945385e+000,3.7512121276e+000,4.1113355890e+000,3.7715362719e+000,4.0889193152e+000,1
9.3750000000e-002,3.7783935899e+000,4.2590347271e+000,3.1503216982e+000,3.8346447869e+000,3.9475370264e+000,4.2376938132e+000,3.4878500039e+000,4.2032257516e+000,3.3310832370e+000,4.1117161004e+000,2.9745979735e+000,3.6838224624e+000,2.8945234191e+000,3.6524691798e+000,
1.8750000000e-001,3.7163072354e+000,4.3227571205e+000,3.0863616210e+000,3.7800766515e+000,3.9427538648e+000,4.0225229730e+000,3.5696461093e+000,4.1046264774e+000,3.3228470429e+000,4.0203791554e+000,2.8714546612e+000,3.6212944736e+000,2.9205724992e+000,3.5001901579e+000,
2.8125000000e-001,3.6005706535e+000,4.2249797605e+000,2.9507957035e+000,3.6259733775e+000,3.9157563143e+000,3.8440037174e+000,3.4992993125e+000,3.9774729519e+000,3.2832470232e+000,3.8788194830e+000,2.8813523548e+000,3.5183346489e+000,2.9363466398e+000,3.4502153885e+000,
3.7500000000e-001,3.5421937458e+000,4.1461088991e+000,2.8796761974e+000,3.4444788435e+000,3.9658630104e+000,3.8022831066e+000,3.4334950553e+000,3.9611907815e+000,3.3650669194e+000,3.7511459142e+000,2.8308589429e+000,3.4102970142e+000,2.8325188996e+000,3.4329663895e+000,
4.6875000000e-001,3.6258328665e+000,4.2184515726e+000,2.8467724825e+000,3.4600236031e+000,4.0199446396e+000,3.8982993808e+000,3.4331770552e+000,3.9655823839e+000,3.3809266107e+000,3.8974123296e+000,2.8522582916e+000,3.4970804877e+000,2.7930947556e+000,3.5107403090e+000,
5.6250000000e-001,3.5008926269e+000,4.2025715062e+000,2.8770076954e+000,3.3996494785e+000,3.9787877937e+000,3.8349951364e+000,3.3763928110e+000,3.8862301955e+000,3.4379537037e+000,3.8439260909e+000,2.8646748249e+000,3.4125425512e+000,2.8853106501e+000,3.4540340447e+000,
6.5625000000e-001,3.4364446638e+000,4.2191258480e+000,2.8558214452e+000,3.3457035927e+000,3.9414944333e+000,3.8245165006e+000,3.4093864327e+000,3.7930305138e+000,3.4323447304e+000,3.8420601753e+000,2.9332771057e+000,3.4730456207e+000,2.9910663288e+000,3.4114307642e+000,
7.5000000000e-001,3.4624062266e+000,4.1130084251e+000,2.8435737677e+000,3.3275254262e+000,4.0053832543e+000,3.5901863754e+000,3.4099920673e+000,3.8201681026e+000,3.4459118301e+000,3.7663178842e+000,3.0316790344e+000,3.4091305761e+000,3.0232377530e+000,3.2921513295e+000,
8.4375000000e-001,3.6363239468e+000,4.2186596833e+000,2.9920315078e+000,3.4307908559e+000,4.0155210691e+000,3.6956704562e+000,3.5209403455e+000,3.9439634085e+000,3.4905431726e+000,3.8408348816e+000,3.1015545960e+000,3.4632891810e+000,3.1530451625e+000,3.3718077950e+000,
9.3750000000e-001,3.7366678193e+000,4.3157301424e+000,3.0785415671e+000,3.4056053214e+000,3.9700849061e+000,3.8095469736e+000,3.6886044839e+000,4.0214434494e+000,3.6638565668e+000,3.8899020308e+000,3.2156318883e+000,3.6103476915e+000,3.2995748836e+000,3.4737447442e+000,
